descriptionlanguage	id	iri
{"code": "we"}	nl036ct655m9jr4	http://libris.kb.se/auth/275076
{"code": "sw"}	rp369g295gp94gv	http://libris.kb.se/auth/275199
{"code": "sw"}	gdsw06b01hkb9rm	http://libris.kb.se/auth/275700
{"code": "sw"}	wt7bfmwf5rlv153	http://libris.kb.se/auth/275833
{"code": "sw"}	64jmqx7q5b6mlrz	http://libris.kb.se/auth/275872
{"code": "sw"}	rp369h595886p0p	http://libris.kb.se/auth/276189
{"code": "S"}	qn258j0849nnrb3	http://libris.kb.se/auth/277868
{"code": "sw"}	zw9dhsmh5g7fh1k	http://libris.kb.se/auth/278235
{"code": "sw"}	0xbfjtnj2npr74z	http://libris.kb.se/auth/278236
{"code": "sw"}	zw9dhsph0hw7b1w	http://libris.kb.se/auth/278295
{"code": "Sbi"}	zw9dhs4h068bv8x	http://libris.kb.se/auth/278685
{"code": "b swe"}	xv8cgsvg1mn1wgc	http://libris.kb.se/auth/279374
{"code": "sw"}	jgvz2fj210vk5g8	http://libris.kb.se/auth/280322
{"code": "sw"}	khw03gr32h7nrdb	http://libris.kb.se/auth/280503
{"code": "sw"}	97mqt6rt4ss92qh	http://libris.kb.se/auth/280765
{"code": "Unag"}	khw03g230r9gsdh	http://libris.kb.se/auth/280773
{"code": "sw"}	ljx14h344d969w6	http://libris.kb.se/auth/280774
{"code": "sw"}	42gkn24n11g86kb	http://libris.kb.se/auth/281240
{"code": "D"}	97mqt7bt2q11376	http://libris.kb.se/auth/281275
{"code": "we"}	c9psw9kw55fcb63	http://libris.kb.se/auth/281427
{"code": "SRo"}	97mqt8dt000mk54	http://libris.kb.se/auth/282235
{"code": "sw"}	42gkn45n40z3nbl	http://libris.kb.se/auth/283070
{"code": "sw"}	zw9dhzgh264bht0	http://libris.kb.se/auth/283485
{"code": "sw"}	ljx14mh44g16ltf	http://libris.kb.se/auth/283834
{"code": "sw"}	dbqtxfgx2mpxr9j	http://libris.kb.se/auth/284008
{"code": "sw"}	hftx1jv12n9g5x9	http://libris.kb.se/auth/284251
{"code": "sw"}	c9pswdtw46wx656	http://libris.kb.se/auth/284367
{"code": "sw"}	0xbfj24j5922zvr	http://libris.kb.se/auth/284956
{"code": "sw"}	75knr9kr19ts0xx	http://libris.kb.se/auth/285143
{"code": "Sbi"}	zw9dh3ph2n8d8d4	http://libris.kb.se/auth/286395
{"code": "sw"}	nl036sh62psm7bf	http://libris.kb.se/auth/286476
{"code": "sw"}	31fjm71m5b57kn7	http://libris.kb.se/auth/286579
{"code": "sw"}	vs69d0wd2g5b2ct	http://libris.kb.se/auth/286662
{"code": "sw"}	75knrd1r3pthc6w	http://libris.kb.se/auth/287363
{"code": "sw"}	qn258wv800sk030	http://libris.kb.se/auth/287648
{"code": "sw4"}	mkz25t4504bm86n	http://libris.kb.se/auth/288875
{"code": "S"}	c9pswlcw2qhghqc	http://libris.kb.se/auth/289347
{"code": "sw"}	sq47b13b364tcb7	http://libris.kb.se/auth/289600
{"code": "H"}	97mqtkdt3g03v42	http://libris.kb.se/auth/290335
{"code": "sw"}	rp3692w92dl7d32	http://libris.kb.se/auth/291249
{"code": "sw"}	b8nrvmjv4052vb0	http://libris.kb.se/auth/291326
{"code": "sw"}	nl036z261vcqh11	http://libris.kb.se/auth/291486
{"code": "sw"}	0xbfjb2j24737wb	http://libris.kb.se/auth/292096
{"code": "sw"}	khw03zc30tjbfdk	http://libris.kb.se/auth/293643
{"code": "sw"}	fcrvzt9z3cz6s5x	http://libris.kb.se/auth/293729
{"code": "sw"}	1zcgkf1k2blz7s5	http://libris.kb.se/auth/293837
{"code": "Q"}	vs69d9md3jfx24z	http://libris.kb.se/auth/294522
{"code": "sw"}	rp3696n90hnwvnp	http://libris.kb.se/auth/294639
{"code": "fi"}	dbqtxtbx2zz1xss	http://libris.kb.se/auth/294688
{"code": "H"}	khw031830nvwd71	http://libris.kb.se/auth/295353
{"code": "sw"}	ljx142d43l0ln3l	http://libris.kb.se/auth/295444
{"code": "se"}	qn2586n83sqpcps	http://libris.kb.se/auth/295568
{"code": "sw"}	b8nrvsdv0g0rkkm	http://libris.kb.se/auth/295706
{"code": "SHB"}	hftx10f14p84dcp	http://libris.kb.se/auth/296461
{"code": "sw"}	tr58cb4c3d2nt09	http://libris.kb.se/auth/296801
{"code": "sw"}	ljx143z43ml5l2c	http://libris.kb.se/auth/296854
{"code": "b swe"}	86lpts2s00j0pm9	http://libris.kb.se/auth/297264
{"code": "sw"}	qn2598n80603glh	http://libris.kb.se/auth/297368
{"code": "sw"}	97mqvtct0tdthz8	http://libris.kb.se/auth/297505
{"code": "sw"}	20dhmmdl0zzfz63	http://libris.kb.se/auth/298638
{"code": "sw"}	dbqtzzsx0117dft	http://libris.kb.se/auth/298708
{"code": "sw"}	wt7bggcf5dblsq6	http://libris.kb.se/auth/298753
{"code": "sw"}	1zcgllhk5f470g7	http://libris.kb.se/auth/298757
{"code": "sw"}	53hlqqmp11r3hnt	http://libris.kb.se/auth/298761
{"code": "sw"}	64jmrrnq46cgxqw	http://libris.kb.se/auth/298762
{"code": "sw"}	khw045z358kk8l8	http://libris.kb.se/auth/299583
{"@id": "https://id.kb.se/language/swe"}	rp36bc5903pn61d	http://libris.kb.se/auth/299589
{"code": "sw"}	xv8chkpg33zhvvp	http://libris.kb.se/auth/299924
{"code": "sw"}	1zcglnzk4znbwr1	http://libris.kb.se/auth/300077
{"code": "sw"}	dbqtz1jx1w7h9xf	http://libris.kb.se/auth/300268
{"code": "D"}	khw046x35cz4h32	http://libris.kb.se/auth/300453
{"code": "sw"}	wt7bgkbf0n8smtj	http://libris.kb.se/auth/301423
{"code": "se"}	zw9djnfh3z7s1wp	http://libris.kb.se/auth/302355
{"code": "sw"}	b8nrw2cv08561g2	http://libris.kb.se/auth/302876
{"code": "sw"}	64jmrzbq3zhjhw1	http://libris.kb.se/auth/303862
{"code": "sw"}	gdsw17n00g5g3m4	http://libris.kb.se/auth/303900
{"code": "NB"}	ljx15d644vj59d9	http://libris.kb.se/auth/304264
{"code": "we"}	0xbfks2j48tjlgq	http://libris.kb.se/auth/304696
{"code": "sw4"}	b8nrw5fv5pvdbt7	http://libris.kb.se/auth/305636
{"@id": "https://id.kb.se/language/swe"}	jgvz3fc216cn0cn	http://libris.kb.se/auth/307172
{"@id": "https://id.kb.se/language/swe"}	gdsw1cs03q5z150	http://libris.kb.se/auth/307620
{"code": "sw"}	vs69fr8d414g417	http://libris.kb.se/auth/307692
{"code": "sw"}	dbqtz9sx3n7bgsz	http://libris.kb.se/auth/307708
{"code": "sw"}	pm148l470h6fws1	http://libris.kb.se/auth/307717
{"code": "sw"}	nl037lf61chjkjx	http://libris.kb.se/auth/308016
{"code": "sw"}	86lpt63s0llcfzl	http://libris.kb.se/auth/308094
{"code": "sw"}	zw9djzsh4g3x314	http://libris.kb.se/auth/309885
{"@id": "https://id.kb.se/language/swe"}	1zcgl1zk3wdln0b	http://libris.kb.se/auth/309977
{"code": "sw"}	mkz26mq523njkvl	http://libris.kb.se/auth/310115
{"@id": "https://id.kb.se/language/swe"}	xv8chx5g1x0sffg	http://libris.kb.se/auth/310244
{"code": "sw"}	xv8chzkg1884bh6	http://libris.kb.se/auth/310604
{"code": "sw"}	xv8chz0g5g8b3g4	http://libris.kb.se/auth/310994
{"@id": "https://id.kb.se/language/swe"}	97mqvbkt16r6nhx	http://libris.kb.se/auth/311185
{"code": "sw"}	hftx2jx154x313b	http://libris.kb.se/auth/311311
{"@id": "https://id.kb.se/language/swe"}	20dhm4bl5419p3h	http://libris.kb.se/auth/312078
{"@id": "https://id.kb.se/language/swe"}	64jmr8pq3qd7sxc	http://libris.kb.se/auth/312292
{"@id": "https://id.kb.se/language/swe"}	vs69fzhd2qh4z68	http://libris.kb.se/auth/312402
{"code": "sw"}	53hlq9tp1811lkj	http://libris.kb.se/auth/313341
{"code": "sw"}	86lptdxs1mblxb5	http://libris.kb.se/auth/313344
{"code": "sw"}	20dhm6wl59lh671	http://libris.kb.se/auth/313488
{"code": "sw"}	mkz26rh51tmh9gk	http://libris.kb.se/auth/313505
{"code": "sw"}	c9psxh7w372wd2c	http://libris.kb.se/auth/313527
{"code": "sw"}	nl037sl63n9l4m3	http://libris.kb.se/auth/313566
{"code": "sw"}	b8nrwg8v00vpsw1	http://libris.kb.se/auth/313586
{"code": "sw"}	mkz26rr5188fw99	http://libris.kb.se/auth/313745
{"code": "s we"}	pm148vz72pvtb3l	http://libris.kb.se/auth/314767
{"code": "sw"}	rp36bz391rsp5cn	http://libris.kb.se/auth/315729
{"code": "sw"}	dbqtzlqx2h0l9ts	http://libris.kb.se/auth/315748
{"code": "sw"}	c9psxljw21mg4fw	http://libris.kb.se/auth/316497
{"code": "sw"}	hftx2qt11tg79cc	http://libris.kb.se/auth/316621
{"code": "sw"}	wt7bg48f50n5mrm	http://libris.kb.se/auth/316663
{"code": "sw???"}	rp36b079068hxpn	http://libris.kb.se/auth/316749
{"code": "S"}	ljx15vh431ptlzt	http://libris.kb.se/auth/317134
{"code": "sw"}	pm148z075608s0n	http://libris.kb.se/auth/317497
{"code": "b swe"}	dbqtznsx3qkf3c4	http://libris.kb.se/auth/317608
{"code": "Ju"}	97mqvnct027nkv4	http://libris.kb.se/auth/320005
{"code": "sw"}	khw04xq33s5vl0g	http://libris.kb.se/auth/320073
{"code": "sw"}	b8nrwqvv413x22d	http://libris.kb.se/auth/320426
{"code": "S"}	mkz261r52dg8qjr	http://libris.kb.se/auth/320945
{"@id": "https://id.kb.se/language/swe"}	75knsmmr1v083v2	http://libris.kb.se/auth/321203
{"code": "sw"}	fcrv0vzz2zwnlr7	http://libris.kb.se/auth/321329
{"code": "sw"}	75knsn3r293v5qx	http://libris.kb.se/auth/321623
{"code": "sw"}	fcrv0vtz3p9cf3f	http://libris.kb.se/auth/322109
{"code": "sw"}	0xbfljmj0gffbz8	http://libris.kb.se/auth/324106
{"code": "SRo"}	khw053p305f9q9w	http://libris.kb.se/auth/324543
{"code": "sw"}	ljx164q43hzvm58	http://libris.kb.se/auth/324544
{"code": "sw"}	97mqwtgt22xnn7h	http://libris.kb.se/auth/324595
{"code": "sw"}	75knttwr45t6hnn	http://libris.kb.se/auth/325943
{"code": "sw"}	rp36ccg91swj1h1	http://libris.kb.se/auth/325959
{"code": "sw"}	86lpvv1s2s7cvz7	http://libris.kb.se/auth/326034
{"code": "sw"}	97mqww2t08zg6k5	http://libris.kb.se/auth/326035
{"code": "sw"}	sq47ddxb0xlm5kk	http://libris.kb.se/auth/326350
{"code": "we"}	vs683lvd17d2d4g	http://libris.kb.se/auth/32832
{"@id": "https://id.kb.se/language/swe"}	hftx36m10n6xxdw	http://libris.kb.se/auth/329041
{"code": "S"}	31fjptbm1wzpdwt	http://libris.kb.se/auth/330049
{"code": "sw"}	nl038fm62lz5djz	http://libris.kb.se/auth/330696
{"code": "sw"}	c9psz4bw4p5md3v	http://libris.kb.se/auth/330717
{"code": "sw"}	qn25bjb8403b0k6	http://libris.kb.se/auth/331268
{"code": "sw"}	gdsw28c0517q6l2	http://libris.kb.se/auth/331530
{"code": "gw"}	75knt1lr12q6gxx	http://libris.kb.se/auth/331973
{"code": "fr"}	b8nrx4pv25krq1p	http://libris.kb.se/auth/331976
{"code": "sw"}	pm149h37417gshs	http://libris.kb.se/auth/331987
{"code": "sw"}	b8nrx4rv0v7tbks	http://libris.kb.se/auth/332036
{"code": "sw"}	dbqt06wx1bzp5d7	http://libris.kb.se/auth/332098
{"code": "S"}	20dhnwml38v01jf	http://libris.kb.se/auth/332148
{"code": "sw"}	64jms1rq2q4hhh8	http://libris.kb.se/auth/332152
{"code": "sw"}	97mqw46t5gj9w9n	http://libris.kb.se/auth/332455
{"@id": "https://id.kb.se/language/swe"}	b8nrx5tv4tstvqh	http://libris.kb.se/auth/332996
{"@id": "https://id.kb.se/language/swe"}	wt7bhr7f5dm5q5m	http://libris.kb.se/auth/333733
{"code": "S"}	75knt4wr1clnl0b	http://libris.kb.se/auth/334043
{"@id": "https://id.kb.se/language/swe"}	qn25bmx84lx42z7	http://libris.kb.se/auth/334508
{"code": "sw"}	c9psz8tw08j4mk2	http://libris.kb.se/auth/334767
{"code": "sw"}	vs69gsmd3sc6zff	http://libris.kb.se/auth/335022
{"code": "sw"}	75knt69r5jtcbw9	http://libris.kb.se/auth/336203
{"code": "sw"}	khw05jt33sq66hs	http://libris.kb.se/auth/336363
{"code": "sw"}	zw9dkzjh2tcqqk8	http://libris.kb.se/auth/336645
{"@id": "https://id.kb.se/language/swe"}	mkz27n1513ntnb9	http://libris.kb.se/auth/338285
{"@id": "https://id.kb.se/language/swe"}	nl038p263w6b4nh	http://libris.kb.se/auth/338286
{"code": "sw"}	53hlr6lp4wfzg40	http://libris.kb.se/auth/338331
{"code": "Q"}	b8nrxd0v0052b8q	http://libris.kb.se/auth/338546
{"code": "g swe"}	64jms82q1vzvc83	http://libris.kb.se/auth/338722
{"code": "gw"}	ljx16np43jk9n0c	http://libris.kb.se/auth/338914
{"code": "b swe"}	khwzsbr34v029d5	http://libris.kb.se/auth/33903
{"@id": "https://id.kb.se/language/swe"}	86lpvbrs592r7c1	http://libris.kb.se/auth/339294
{"code": "sw"}	hftx3l81236m7st	http://libris.kb.se/auth/339511
{"code": "sw"}	97mqwdpt37vh1sr	http://libris.kb.se/auth/340105
{"code": "se"}	c9pszh2w12gjpm8	http://libris.kb.se/auth/340377
{"code": "sw"}	wt7bh1rf2spqv71	http://libris.kb.se/auth/340513
{"code": "sw"}	xv8cj2sg57zkxxs	http://libris.kb.se/auth/340514
{"code": "sw"}	1zcgm53k46j1l95	http://libris.kb.se/auth/340697
{"code": "sw"}	qn25bvw847j907k	http://libris.kb.se/auth/340778
{"code": "sw"}	pm149t074c2g917	http://libris.kb.se/auth/340897
{"code": "sw"}	qn25bv1811b72zl	http://libris.kb.se/auth/340898
{"code": "S"}	pm149vc75d7tlb5	http://libris.kb.se/auth/341227
{"@id": "https://id.kb.se/language/swe"}	tr58f0mc1r2mg04	http://libris.kb.se/auth/341351
{"@id": "https://id.kb.se/language/swe"}	20dhn7vl16q9f1q	http://libris.kb.se/auth/341358
{"code": "sw"}	wt7bh2rf4h576bf	http://libris.kb.se/auth/341413
{"@id": "https://id.kb.se/language/swe"}	jgvz4ph22tn7xwp	http://libris.kb.se/auth/341492
{"@id": "https://id.kb.se/language/swe"}	ljx16sp41sf7mx7	http://libris.kb.se/auth/342514
{"code": "sw"}	42gkqcvn5h2bv8b	http://libris.kb.se/auth/343100
{"code": "sw"}	c9pszlmw4cmg04f	http://libris.kb.se/auth/343587
{"code": "sw"}	vs69g6qd15hpzwp	http://libris.kb.se/auth/345912
{"code": "sw"}	vs69g6vd0mf35kg	http://libris.kb.se/auth/346032
{"code": "sw"}	qn25b3f8406z42g	http://libris.kb.se/auth/346658
{"code": "sw"}	20dhnf4l06r1t2w	http://libris.kb.se/auth/346998
{"code": "sw"}	fcrv1smz102ch59	http://libris.kb.se/auth/347129
{"code": "sw"}	20dhng4l41zz13c	http://libris.kb.se/auth/347898
{"code": "we"}	khw05z0348lnx25	http://libris.kb.se/auth/348213
{"code": "sw"}	97mqwpqt2716b7d	http://libris.kb.se/auth/348235
{"code": "sw"}	sq47d81b5d9hb8f	http://libris.kb.se/auth/349840
{"code": "sw"}	gdsw2xt05l8p59k	http://libris.kb.se/auth/349950
{"code": "sw"}	ljx163d43nmwqx7	http://libris.kb.se/auth/350344
{"code": "sw"}	gdsw2zg05ms7rv2	http://libris.kb.se/auth/350520
{"code": "sw"}	gdsw2zr00gtk2cz	http://libris.kb.se/auth/350790
{"code": "Lsol"}	64jmspkq2j50w7v	http://libris.kb.se/auth/350872
{"code": "sw"}	0xbflhfj0gv4hmf	http://libris.kb.se/auth/350926
{"code": "sw"}	xv8cjfdg44s80d0	http://libris.kb.se/auth/350954
{"code": "sw"}	zw9dkgfh4h4nxps	http://libris.kb.se/auth/350955
{"code": "S"}	0xbfmjpj4kkr5hd	http://libris.kb.se/auth/351166
{"code": "sw"}	fcrv2zdz0p1gp71	http://libris.kb.se/auth/351419
{"code": "sw"}	c9ps0wkw4skrd8p	http://libris.kb.se/auth/351627
{"@id": "https://id.kb.se/language/swe"}	64jmtqgq23fm892	http://libris.kb.se/auth/351682
{"code": "sw"}	97mqxv8t003vmr9	http://libris.kb.se/auth/352315
{"code": "sw"}	dbqt1zpx2r1jp5r	http://libris.kb.se/auth/352618
{"code": "sw"}	b8nrzxvv4cbps8r	http://libris.kb.se/auth/352826
{"code": "sw"}	pm13xjj74415zwh	http://libris.kb.se/auth/35377
{"code": "se"}	dbqt11jx0grhrj2	http://libris.kb.se/auth/354268
{"code": "sw"}	qn25ccz82f2mfz2	http://libris.kb.se/auth/354338
{"code": "se"}	1zcgnndk2z9bc4k	http://libris.kb.se/auth/354467
{"@id": "https://id.kb.se/language/swe"}	khw067533296w2v	http://libris.kb.se/auth/354663
{"code": "sw"}	1zcgnp0k2d8q9jq	http://libris.kb.se/auth/355007
{"code": "sw"}	pm14bcw72g043hq	http://libris.kb.se/auth/355207
{"code": "sw"}	khw067s31m9p5k4	http://libris.kb.se/auth/355233
{"code": "sw"}	75knvx8r12mfm9t	http://libris.kb.se/auth/355973
{"code": "S"}	42gkrv2n0xxwjdv	http://libris.kb.se/auth/356780
{"@id": "https://id.kb.se/language/swe"}	97mqx1ft4pvs8m7	http://libris.kb.se/auth/356965
{"@id": "https://id.kb.se/language/swe"}	64jmtxcq4vnrhbz	http://libris.kb.se/auth/356992
{"code": "sw"}	ljx17c74340slpf	http://libris.kb.se/auth/357394
{"code": "Sbi"}	khw06b735jbc6pj	http://libris.kb.se/auth/357423
{"code": "sw"}	sq47fklb0w60l5g	http://libris.kb.se/auth/357550
{"code": "sw"}	vs69hm4d5k86kjl	http://libris.kb.se/auth/357972
{"code": "sw3"}	53hlsxgp2fm0fk1	http://libris.kb.se/auth/358011
{"code": "NB"}	b8nrz3nv352bgjz	http://libris.kb.se/auth/358046
{"code": "sw"}	1zcgnsfk1ptr3dl	http://libris.kb.se/auth/358097
{"code": "sw"}	31fjqwwm04vxxzm	http://libris.kb.se/auth/358459
{"code": "sw"}	c9ps061w1l0c640	http://libris.kb.se/auth/359247
{"@id": "https://id.kb.se/language/swe"}	rp36dlp93djk5h1	http://libris.kb.se/auth/359469
{"code": "sw"}	0xbfmt3j28xhzwg	http://libris.kb.se/auth/359626
{"code": "sw"}	gdsw3b0032zlwp9	http://libris.kb.se/auth/360000
{"code": "sw"}	53hls11p4ft348g	http://libris.kb.se/auth/360321
{"code": "sw"}	75knv34r26nlhcr	http://libris.kb.se/auth/360353
{"code": "sw"}	khw06fz34t3lgxx	http://libris.kb.se/auth/360783
{"code": "sw"}	wt7bjr9f4n8296p	http://libris.kb.se/auth/360793
{"code": "S"}	97mqx5st0xbzj33	http://libris.kb.se/auth/360895
{"code": "sw"}	qn25cmg85p826ml	http://libris.kb.se/auth/361088
{"code": "sw"}	b8nrz77v3w0xszb	http://libris.kb.se/auth/361256
{"code": "sw"}	hftx4dp11t48hxh	http://libris.kb.se/auth/361501
{"code": "sw"}	gdsw3cp00fr8vz8	http://libris.kb.se/auth/361530
{"code": "we"}	97mqx6lt1wxd9mn	http://libris.kb.se/auth/361615
{"@id": "https://id.kb.se/language/swe"}	fcrv2bwz0gd0q4t	http://libris.kb.se/auth/361769
{"code": "sw"}	zw9dlvgh312n4vj	http://libris.kb.se/auth/361785
{"code": "sw"}	tr58grcc24zd797	http://libris.kb.se/auth/361811
{"code": "sw"}	dbqt1b5x06f1129	http://libris.kb.se/auth/362038
{"code": "sw"}	wt7bjt1f4mvsjwx	http://libris.kb.se/auth/362353
{"code": "sw"}	dbqt1bmx20qx6jm	http://libris.kb.se/auth/362458
{"code": "sw"}	zw9dlxkh0hpgs0f	http://libris.kb.se/auth/362775
{"code": "sw"}	1zcgn0zk1ks6l7r	http://libris.kb.se/auth/363077
{"code": "sw"}	31fjq27m3cm13r4	http://libris.kb.se/auth/363259
{"code": "we"}	42gkr4zn1q9swtb	http://libris.kb.se/auth/363890
{"code": "sw"}	c9ps0cjw1mg5tg1	http://libris.kb.se/auth/364197
{"code": "La"}	31fjq4rm26200rr	http://libris.kb.se/auth/364639
{"code": "sw"}	42gkr5dn2r474jg	http://libris.kb.se/auth/365180
{"code": "sw"}	sq47fvhb55xk1q4	http://libris.kb.se/auth/365560
{"code": "sw"}	64jmt83q0w3hcnt	http://libris.kb.se/auth/365752
{"code": "S"}	khw06n635c1wv33	http://libris.kb.se/auth/366393
{"code": "sw"}	mkz28qd54p5nxms	http://libris.kb.se/auth/366515
{"code": "sw"}	wt7bj02f5s02325	http://libris.kb.se/auth/366883
{"code": "sw"}	zw9dl3hh2lcwt62	http://libris.kb.se/auth/367215
{"@id": "https://id.kb.se/language/swe"}	mkz28sv50n24jx5	http://libris.kb.se/auth/368735
{"code": "we"}	86lpwhvs1c7w0wz	http://libris.kb.se/auth/369984
{"code": "sw"}	rp36d05909tnq33	http://libris.kb.se/auth/370689
{"code": "sw"}	b8nrzlnv34cmlk6	http://libris.kb.se/auth/371546
{"code": "b swe"}	sq461pnb4rtqjx4	http://libris.kb.se/auth/37210
{"code": "Afr"}	mkz281d521mxnqx	http://libris.kb.se/auth/374615
{"code": "sw"}	dbqt1sdx1t7nm4g	http://libris.kb.se/auth/374848
{"code": "NB"}	0xbfmgwj0gqsjzr	http://libris.kb.se/auth/376546
{"code": "S"}	c9ps0tnw0h6kg42	http://libris.kb.se/auth/376917
{"code": "sw"}	nl03957658h80t5	http://libris.kb.se/auth/377136
{"code": "sw"}	64jmtphq541gmrt	http://libris.kb.se/auth/377812
{"code": "sw"}	75knvqjr3v1q049	http://libris.kb.se/auth/377813
{"code": "we"}	0xbfnjtj23p2f0m	http://libris.kb.se/auth/378286
{"code": "sw"}	c9ps1zpw4j7zgrn	http://libris.kb.se/auth/380547
{"code": "sw"}	rp36fdf92tvr73q	http://libris.kb.se/auth/380829
{"code": "sw"}	jgvz66q22w243hp	http://libris.kb.se/auth/382202
{"code": "sw"}	sq47ghnb31jztl0	http://libris.kb.se/auth/382810
{"@id": "https://id.kb.se/language/swe"}	ljx18b042r6q8rt	http://libris.kb.se/auth/384184
{"code": "sw"}	75knw0vr14fll82	http://libris.kb.se/auth/384413
{"code": "sw"}	nl03bfh60h7ckf2	http://libris.kb.se/auth/384576
{"code": "sw"}	1zcgps0k11mgwd7	http://libris.kb.se/auth/384707
{"code": "sw"}	dbqt26xx13x8rnl	http://libris.kb.se/auth/385228
{"code": "sw"}	wt7bkphf51kf4kp	http://libris.kb.se/auth/385273
{"code": "sw"}	0xbfnslj3xnh0xn	http://libris.kb.se/auth/385276
{"code": "we"}	gdsw48901lbklzz	http://libris.kb.se/auth/385470
{"code": "sw"}	1zcgptwk39cplk3	http://libris.kb.se/auth/385517
{"code": "se"}	wt7bkptf53s0mrj	http://libris.kb.se/auth/385573
{"code": "sw"}	1zcgptck44trh8m	http://libris.kb.se/auth/385937
{"code": "sw"}	20dhqvdl0t40lfs	http://libris.kb.se/auth/385938
{"code": "sw"}	c9ps15pw5rp9gw6	http://libris.kb.se/auth/385947
{"code": "sw"}	sq47gl5b20ldtc3	http://libris.kb.se/auth/385960
{"code": "sw"}	97mqz3nt1f98wj3	http://libris.kb.se/auth/385975
{"@id": "https://id.kb.se/language/swe"}	rp36fl9929nbjzh	http://libris.kb.se/auth/386109
{"code": "sw"}	rp36flp9166z532	http://libris.kb.se/auth/386469
{"code": "sw"}	42gksz3n0255xnd	http://libris.kb.se/auth/386510
{"code": "sw"}	gdsw49n00kqvct9	http://libris.kb.se/auth/386700
{"code": "sw"}	hftx5bp12jfnclf	http://libris.kb.se/auth/386701
{"code": "sw"}	khw07ds33xgmnv6	http://libris.kb.se/auth/386733
{"code": "sw"}	tr58hpfc3kqflm8	http://libris.kb.se/auth/387071
{"code": "U"}	qn25dlf84wtnfnr	http://libris.kb.se/auth/387158
{"code": "U"}	20dhqxsl2slqrjm	http://libris.kb.se/auth/387198
{"code": "sw"}	64jmv2xq1nwv7zh	http://libris.kb.se/auth/387202
{"code": "sw"}	mkz29hd54qq1163	http://libris.kb.se/auth/387215
{"code": "sw"}	nl03bjf620jm7sp	http://libris.kb.se/auth/387216
{"code": "sw"}	rp36fmj94kdltdx	http://libris.kb.se/auth/387219
{"code": "sw"}	fcrv396z5m9gjgq	http://libris.kb.se/auth/387239
{"code": "sw"}	gdsw4b804h20bb5	http://libris.kb.se/auth/387240
{"code": "sw"}	mkz29hf544410sg	http://libris.kb.se/auth/387245
{"code": "sw"}	97mqz53t2zqfrxs	http://libris.kb.se/auth/387265
{"code": "sw"}	b8nr064v0k6vqng	http://libris.kb.se/auth/387266
{"code": "sw"}	gdsw4b905bjmllg	http://libris.kb.se/auth/387270
{"code": "sw"}	nl03bjh601b32dr	http://libris.kb.se/auth/387276
{"code": "sw"}	qn25dlk8590zh84	http://libris.kb.se/auth/387278
{"code": "sw"}	rp36fml93b9tshn	http://libris.kb.se/auth/387279
{"code": "sw"}	sq47gnnb4cwrrjr	http://libris.kb.se/auth/387310
{"code": "sw"}	vs69jqqd1tzvddh	http://libris.kb.se/auth/387312
{"code": "sw"}	zw9dmtth4r7ppld	http://libris.kb.se/auth/387315
{"code": "sw"}	0xbfnvxj003p568	http://libris.kb.se/auth/387376
{"code": "sw"}	c9ps179w5j5gzsz	http://libris.kb.se/auth/387387
{"code": "sw"}	vs69jqwd0lnv621	http://libris.kb.se/auth/387462
{"code": "sw"}	97mqz5bt3kzv1m9	http://libris.kb.se/auth/387475
{"code": "sw"}	b8nr06cv03pjtf3	http://libris.kb.se/auth/387476
{"code": "sw"}	rp36fmt90dlgbw1	http://libris.kb.se/auth/387489
{"code": "sw"}	vs69jq3d0zfd7th	http://libris.kb.se/auth/387642
{"code": "U"}	tr58hp6c2xlm4c4	http://libris.kb.se/auth/387761
{"code": "U"}	1zcgpwhk1nkxvcc	http://libris.kb.se/auth/387857
{"code": "sw"}	86lpx5ss3mlf61t	http://libris.kb.se/auth/387924
{"code": "sw"}	97mqz6tt5ccz4lz	http://libris.kb.se/auth/387925
{"code": "sw"}	97mqz6wt0f70lj3	http://libris.kb.se/auth/387985
{"code": "sw"}	b8nr072v0g5jg35	http://libris.kb.se/auth/388106
{"code": "sw"}	c9ps183w28pwx2f	http://libris.kb.se/auth/388107
{"code": "U"}	ljx18hh44v9lp45	http://libris.kb.se/auth/388234
{"code": "U"}	64jmv35q06j7w9h	http://libris.kb.se/auth/388312
{"code": "sw"}	42gks17n4rmd99s	http://libris.kb.se/auth/388430
{"code": "sw"}	nl03bkt6246djc1	http://libris.kb.se/auth/388476
{"code": "sw"}	jgvz6fq20gfmzp0	http://libris.kb.se/auth/388502
{"code": "sw"}	nl03bk264zvzhs6	http://libris.kb.se/auth/388686
{"code": "sw"}	dbqt2b1x57k9g41	http://libris.kb.se/auth/388918
{"code": "sw"}	ljx18j94355tt3j	http://libris.kb.se/auth/388954
{"code": "sw"}	31fjr14m2d64zcg	http://libris.kb.se/auth/389269
{"code": "sw"}	vs69js1d26907hh	http://libris.kb.se/auth/389382
{"code": "sw"}	khw07hv307sn531	http://libris.kb.se/auth/389493
{"code": "sw"}	b8nr08nv4r45r4g	http://libris.kb.se/auth/389546
{"code": "sw"}	zw9dmwbh29b3zh4	http://libris.kb.se/auth/389565
{"code": "sw"}	qn25dpb80kgx5zr	http://libris.kb.se/auth/389768
{"code": "sw"}	b8nr09zv4932r1l	http://libris.kb.se/auth/389816
{"@id": "https://id.kb.se/language/swe"}	zw9dmxph5dc3j5j	http://libris.kb.se/auth/389895
{"code": "sw"}	75knw6dr1t0mk55	http://libris.kb.se/auth/390293
