Libris	Titel	Fil namn	Äldre länk	Ny länk
http://libris.kb.se/bib/21147761	Utveckling av värdegrundsarbete inom äldreomsorgen - slutrapport 2013	2014-1-8.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19319/2014-1-8.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-1-8
http://libris.kb.se/bib/16688796	Nationell utvärdering - vård och omsorg vid demenssjukdom 2014 [Elektronisk resurs] :	2014-2-1.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-1
http://libris.kb.se/bib/21785231	Nationell utvärdering 2014 - Vård och omsorg vid demenssjukdom - Indikatorer och underlag för bedömingar	2014-2-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19322/2014-2-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-1
http://libris.kb.se/bib/21525865	Uppföljning av regionala cancercentrum 2013	2014-2-10.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19354/2014-2-10.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-10
http://libris.kb.se/bib/16694639	Utveckling av indikatorerna undvikbar slutenvård och oplanerade återinskrivningar [Elektronisk resurs]	2014-2-12.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-12
http://libris.kb.se/bib/21782867	Utveckling av indikatorerna undvikbar slutenvård och oplanerade återinskrivningar	2014-2-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19356/2014-2-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-12
http://libris.kb.se/bib/21519944	Uppgifter om psykiatrisk vård i patientregistret	2014-2-14.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19358/2014-2-14.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-14
http://libris.kb.se/bib/21525877	SOSFS 2014:1 Socialstyrelsens föreskrifter om ändring i föreskrifterna och allmänna råden (SOSFS 2008:18) om psykiatrisk tvångsvård och rättspsykiatrisk vård	2014-2-17.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19361/2014-2-17.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-17
http://libris.kb.se/bib/18391283	Elever som klottrar och målar olaglig graffiti	2014-2-18.pdf	https://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19362/2014-2-18.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-18
http://libris.kb.se/bib/16168744	Elever som klottrar och målar olaglig graffiti :	2014-2-18.pdf	https://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19362/2014-2-18.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-18
http://libris.kb.se/bib/16688585	Målnivåer för hjärtsjukvård och strokevård [Elektronisk resurs]	2014-2-19.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-19.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-19
http://libris.kb.se/bib/21519109	Målnivåer för hjärtsjukvård och strokevård	2014-2-19.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19363/2014-2-19.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-19
http://libris.kb.se/bib/21519942	Prestationsersättning för lokala värdighetsgarantier i äldreomsorgen - Lägesrapport februari 2014	2014-2-20.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19364/2014-2-20.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-20
http://libris.kb.se/bib/16694242	Vård för papperslösa [Elektronisk resurs] :	2014-2-28.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-28.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-28
http://libris.kb.se/bib/21519940	Vård för papperslösa - Vård som inte kan anstå, dokumentation och identifiering vid vård till personer som vistas i landet utan tillstånd	2014-2-28.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19381/2014-2-28.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-28
http://libris.kb.se/bib/21525909	Tillståndet och utvecklingen inom hälso- och sjukvård och socialtjänst - Lägesrapport 2014	2014-2-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19329/2014-2-3.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-3
http://libris.kb.se/bib/16360954	Tillståndet och utvecklingen inom hälso- och sjukvård och socialtjänst :	2014-2-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19329/2014-2-3.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-3
http://libris.kb.se/bib/18115343	Screening för prostatacancer :	2014-2-30.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-30.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-30
http://libris.kb.se/bib/18243038	Screening för prostatacancer -  Rekommendation och bedömningsunderlag	2014-2-30.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19830/2014-2-30.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-30
http://libris.kb.se/bib/18115338	Screening för tjock- och ändtarmscancer :	2014-2-31.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-31.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-31
http://libris.kb.se/bib/18243040	Screening för tjock- och ändtarmscancer - Rekommendation och bedömningsunderlag	2014-2-31.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19831/2014-2-31.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-31
http://libris.kb.se/bib/18073329	Screening för bröstcancer :	2014-2-32.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-32.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-32
http://libris.kb.se/bib/18243037	Screening för bröstcancer - Rekommendation och bedömningsunderlag	2014-2-32.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19832/2014-2-32.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-32
http://libris.kb.se/bib/16688821	Nationell utvärdering - vård och omsorg vid demenssjukdom 2014 [Elektronisk resurs] :	2014-2-4.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-2-4.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-4
http://libris.kb.se/bib/21899112	Nationell utvärderingen 2014 - Vård och omsorg vid demenssjukdom - Rekommendationer, bedömningar och sammanfattning	2014-2-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19331/2014-2-4.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-4
http://libris.kb.se/bib/18467229	Manual till BRA-fam	2014-2-5.pdf	https://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19348/2014-2-5.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-2-5
http://libris.kb.se/bib/16921975	Läkemedel :	2014-3-1.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-1
http://libris.kb.se/bib/21782811	Läkemedel - statistik för år 2013	2014-3-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19366/2014-3-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-1
http://libris.kb.se/bib/18074701	Nationella adoptioner av barn i familjehem	2014-3-11.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-11.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-11
http://libris.kb.se/bib/16601218	Prognos över sysselsatta inom hälso- och sjukvården samt tandvården	2014-3-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19387/2014-3-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-12
http://libris.kb.se/bib/21785191	Prognos över sysselsatta inom hälso- och sjukvården samt tandvården	2014-3-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19387/2014-3-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-12
http://libris.kb.se/bib/16245645	Prognos över sysselsatta inom hälso- och sjukvården samt tandvården :	2014-3-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19387/2014-3-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-12
http://libris.kb.se/bib/21782747	Evidensbaserad praktik i socialtjänsten 2007, 2010 och 2013 - Kommunala enhetschefer om evidensbaserad praktik och användning av evidensbaserade metoder inom socialtjänstens verksamhetsområden	2014-3-17.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19392/2014-3-17.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-17
http://libris.kb.se/bib/16688592	Quality and efficiency of diabetes care in Sweden [Elektronisk resurs] :	2014-3-18.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-18.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-18
http://libris.kb.se/bib/21782864	Quality and efficiency of diabetes care in Sweden	2014-3-18.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19393/2014-3-18.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-18
http://libris.kb.se/bib/16921190	Äldre och personer med funktionsnedsättning - regiform år 2013 :	2014-3-2.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-2
http://libris.kb.se/bib/21782810	Äldre och personer med funktionsnedsättning - regiform år 2013	2014-3-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19367/2014-3-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-2
http://libris.kb.se/bib/21782808	Stimulansbidrag LOV	2014-3-20.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19399/2014-3-20.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-20
http://libris.kb.se/bib/21782863	Socialstyrelsens delmål i den funktionshinderspolitiska strategin - delrapport 3	2014-3-21.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19400/2014-3-21.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-21
http://libris.kb.se/bib/18563971	Socialstyrelsens delmål i den funktionshinderspolitiska strategin	2014-3-21.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19400/2014-3-21.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-21
http://libris.kb.se/bib/22173385	Personligt ombud för personer med psykisk funktionsnedsättning - Uppföljning av verksamheten med personligt ombud	2014-3-23.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19404/2014-3-23.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-23
http://libris.kb.se/bib/18467252	Personligt ombud för personer med psykisk funktionsnedsättning	2014-3-23.pdf	https://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19404/2014-3-23.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-23
http://libris.kb.se/bib/16562482	Personer med funktionsnedsättning :	2014-3-28.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-28.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-28
http://libris.kb.se/bib/21782666	Personer med funktionsnedsättning - insatser enligt LSS 2013	2014-3-28.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19409/2014-3-28.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-28
http://libris.kb.se/bib/16922706	Nationellt kompetenscentrum Anhöriga och Svenskt demenscentrum :	2014-3-34.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-34.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-34
http://libris.kb.se/bib/16692165	Registeruppgifter om tobaksrökningens skadeverkningar [Elektronisk resurs]	2014-3-4.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-3-4.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-4
http://libris.kb.se/bib/21519943	Registeruppgifter om tobaksrökningens skadeverkningar	2014-3-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19371/2014-3-4.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-4
http://libris.kb.se/bib/21899113	Att stärka och förbättra arbetet för barn som far illa och vuxna som utsätts för våld av närstående	2014-3-5.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19374/2014-3-5.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-5
http://libris.kb.se/bib/21985901	Patient- och närståendeutbildning med hög delaktighet	2014-3-6.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19378/2014-3-6.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-3-6
http://libris.kb.se/bib/21785186	Budgetunderlag 2015-2017	2014-4-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19375/2014-4-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-1
http://libris.kb.se/bib/22173384	Kartläggning av medicinskt ansvarig sjuksköterska och andra kvalitetssäkrande funktioner	2014-4-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19424/2014-4-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-12
http://libris.kb.se/bib/22173380	Ansvarsfördelning mellan bosättningskommun och vistelsekommun	2014-4-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19427/2014-4-15.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-15
http://libris.kb.se/bib/16594767	Ansvarsfördelning mellan bosättningskommun och vistelsekommun :	2014-4-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19427/2014-4-15.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-15
http://libris.kb.se/bib/22173386	Läkemedelsförsäljningen i Sverige	2014-4-16.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19428/2014-4-16.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-16
http://libris.kb.se/bib/22184605	Nationella riktlinjer för bröst-, prostata-, tjocktarms- och ändtarmscancervård 2014 - Stöd för styrning och ledning	2014-4-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19383/2014-4-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-2
http://libris.kb.se/bib/16635715	Nationella riktlinjer för bröst-, prostata-,  tjocktarms- och  ändtarmscancervård 2014	2014-4-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19383/2014-4-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-2
http://libris.kb.se/bib/16940880	Nationella riktlinjer för bröst-, prostata-,  tjocktarms- och  ändtarmscancervård 2014 :	2014-4-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19383/2014-4-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-2
http://libris.kb.se/bib/16894394	Legitimation för kuratorer inom hälso- och sjukvård	2014-4-21.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-4-21.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-21
http://libris.kb.se/bib/22173381	Legitimation för kuratorer inom hälso- och sjukvård	2014-4-21.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19436/2014-4-21.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-21
http://libris.kb.se/bib/16957603	Vägledning för barnhälsovården	2014-4-5.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19403/2014-4-5.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-5
http://libris.kb.se/bib/16601577	Lägesrapport inom patientsäkerhetsområdet 2014 [Elektronisk resurs]	2014-4-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19417/2014-4-7.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-7
http://libris.kb.se/bib/16489000	Lägesrapport inom patientsäkerhetsområdet 2014	2014-4-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19417/2014-4-7.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-7
http://libris.kb.se/bib/22175964	Lägesrapport inom patientsäkerhetsområdet 2014	2014-4-7.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19417/2014-4-7.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-4-7
http://libris.kb.se/bib/16619918	Öppna jämförelser 2014.	2014-5-1.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-1
http://libris.kb.se/bib/17137297	Öppna jämförelser 2014 Stöd till personer med funktionsnedsättning	2014-5-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19423/2014-5-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-1
http://libris.kb.se/bib/21640707	Barn som anhöriga - stöd till barn i förskola och skola som har svårigheter hemma	2014-5-10.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19443/2014-5-10.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-10
http://libris.kb.se/bib/16935719	Kodning i cancerregistret :	2014-5-12.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-12
http://libris.kb.se/bib/21619731	Kodning i cancerregistret - Handledning 2014	2014-5-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19446/2014-5-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-12
http://libris.kb.se/bib/21082985	Kommunal familjerådgivning år 2013	2014-5-13.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19447/2014-5-13.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-13
http://libris.kb.se/bib/16592633	Kommunal familjerådgivning år 2013	2014-5-13.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19447/2014-5-13.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-13
http://libris.kb.se/bib/16612183	Vuxna personer med missbruksproblem och övriga vuxna :	2014-5-14.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19448/2014-5-14.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-14
http://libris.kb.se/bib/21082967	Vuxna personer med missbruks- och beroendeproblem samt övriga vuxna	2014-5-14.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19448/2014-5-14.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-14
http://libris.kb.se/bib/21640780	Anhörigstyrkan - stöd till anhöriga till personer med beroendeproblem	2014-5-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19449/2014-5-15.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-15
http://libris.kb.se/bib/21082953	E-hälsa i kommunerna	2014-5-16.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19450/2014-5-16.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-16
http://libris.kb.se/bib/16900460	Vetenskaplig kvalitet i publicerade effektutvärderingar :	2014-5-18.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-18.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-18
http://libris.kb.se/bib/21619733	SOSFS 2014:5 Socialstyrelsens föreskrifter och allmänna råd om dokumentation i verksamhet som bedrivs med stöd av SoL, LVU, LVM och LSS	2014-5-19.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19453/2014-5-19.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-19
http://libris.kb.se/bib/16569042	Familjerätt år 2013	2014-5-2.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-2
http://libris.kb.se/bib/21083029	Familjerätt år 2013	2014-5-2.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19434/2014-5-2.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-2
http://libris.kb.se/bib/21635200	SOSFS 2014:6 Socialstyrelsens allmänna råd om handläggning av ärenden som gäller barn och unga	2014-5-20.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19454/2014-5-20.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-20
http://libris.kb.se/bib/21083009	SOSFS 2014:3 Socialstyrelsens föreskrifter om ändring i föreskrifterna (SOSFS 2009:30) om donation och tillvaratagande av vävnader och celler	2014-5-3.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19435/2014-5-3.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-3
http://libris.kb.se/bib/16900222	Försöksverksamheter och samverkansnätverk för de mest sjuka äldre :	2014-5-4.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-4.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-4
http://libris.kb.se/bib/21082966	Försöksverksamheter och samverkansnätverk för de mest sjuka äldre	2014-5-4.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19437/2014-5-4.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-4
http://libris.kb.se/bib/16559935	Vårdgaranti och kömiljard :	2014-5-5.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-5.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-5
http://libris.kb.se/bib/21083008	Vårdgaranti och kömiljard	2014-5-5.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19438/2014-5-5.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-5
http://libris.kb.se/bib/18073360	Avgifter inom äldreomsorgen	2014-5-9.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-9.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-9
http://libris.kb.se/bib/21082952	Avgifter inom äldreomsorgen	2014-5-9.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19442/2014-5-9.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-9
http://libris.kb.se/bib/16930387	Avgifter inom äldreomsorgen :	2014-5-9.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-5-9.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-5-9
http://libris.kb.se/bib/16931125	Öppna jämförelser 2014.	2014-6-1.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-1
http://libris.kb.se/bib/21619737	Öppna jämförelser 2014 - Stöd till brottsoffer	2014-6-1.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19433/2014-6-1.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-1
http://libris.kb.se/bib/16931288	Öppna jämförelser 2014.	2014-6-11.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-11.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-11
http://libris.kb.se/bib/21640783	Öppna jämförelser 2014 - Missbruks- och beroendevården	2014-6-11.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19462/2014-6-11.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-11
http://libris.kb.se/bib/16930265	Kompetenssatsning inom den sociala barn- och ungdomsvården :	2014-6-12.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-12
http://libris.kb.se/bib/21656787	Kompetenssatsning inom den sociala barn- och ungdomsvården	2014-6-12.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19463/2014-6-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-12
http://libris.kb.se/bib/18057397	Kompetenssatsning inom den sociala barn- och ungdomsvården	2014-6-12.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-12.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-12
http://libris.kb.se/bib/18056917	Manual för FREDA	2014-6-15.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-15.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-15
http://libris.kb.se/bib/21614027	Manual för FREDA - standardiserade bedömningsmetoder för socialtjänstens arbete mot våld i nära relationer	2014-6-15.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19466/2014-6-15.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-15
http://libris.kb.se/bib/16900638	Manual för FREDA :	2014-6-15.pdf	http://www.socialstyrelsen.se/publikationer2014/2014-6-15.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-15
http://libris.kb.se/bib/21640776	1996 års Haagkonvention och Bryssel II-förordningen - Meddelandeblad	2014-6-17.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19468/2014-6-17.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-17
http://libris.kb.se/bib/18261888	Om vård- och omsorgstagares delaktighet	2014-6-18.pdf	http://www.socialstyrelsen.se/Lists/Artikelkatalog/Attachments/19469/2014-6-18.pdf	https://socialstyrelsen.se/_api/publication/huvuddokument/?artikelnummer=2014-6-18
